D,peak1width,peak2width
0,15.792309121137293,15.792309121335538
500,18.064246078852772,18.27244689184643
1000,23.134323950296512,23.57017567889017
1500,29.01307836606243,29.738259634674346
2000,35.11463215331789,36.201625159287445
2500,41.25224079074233,42.88780585514646
3000,47.28761275426274,49.8933326718942
3500,53.1106713104785,57.149061511274446
4000,58.68285056602554,64.45607938265275
4500,64.06189828957763,71.68487991299261
5000,69.33738381705436,78.76387369520624
