D,peak1width,peak2width
0,15.740568941017907,15.740568940445492
500,17.970731567703723,18.180854850760106
1000,22.98557458465351,23.432716966099772
1500,28.86678997933044,29.621454814443744
2000,35.028649875968256,36.168353800168674
2500,41.26405598211897,42.98278434227065
3000,47.405070814073895,50.1487471933617
3500,53.317489097696544,57.58375099760438
4000,58.96695406474554,65.0961867673909
4500,64.4234572795683,72.5680408906494
5000,69.78447329637467,79.92697713296099
