0.000000000000000000e+00,8.874022519901599709e-03
8.000000000000000000e+02,5.228836098510527108e+00
1.600000000000000000e+03,5.204692569931150814e+00
2.400000000000000000e+03,6.293179310475219168e+00
3.200000000000000000e+03,5.309634663621049633e+00
4.000000000000000000e+03,5.241387238798608017e+00
4.800000000000000000e+03,5.244053521438813092e+00
5.600000000000000000e+03,5.266294984411230118e+00
6.400000000000000000e+03,5.019982537817870849e+00
7.200000000000000000e+03,5.218140829551387583e+00
8.000000000000000000e+03,5.069724252763842642e+00
8.800000000000000000e+03,5.387909382368641253e+00
9.600000000000000000e+03,5.372575199470054130e+00
1.040000000000000000e+04,5.244182626103774503e+00
1.120000000000000000e+04,5.466662345586918548e+00
1.200000000000000000e+04,6.060327286349428633e+00
1.280000000000000000e+04,4.202501222369747325e+00
1.360000000000000000e+04,5.548196791757916913e+00
1.440000000000000000e+04,6.012724644411884256e+00
1.520000000000000000e+04,7.051219334181404008e+00
1.600000000000000000e+04,6.980242505724728375e+00
1.680000000000000000e+04,5.652130645381834739e+00
1.760000000000000000e+04,6.642499793029160493e+00
1.840000000000000000e+04,6.584055289285778656e+00
1.920000000000000000e+04,4.398568397212903491e+00
2.000000000000000000e+04,4.904784360616023520e+00
2.080000000000000000e+04,3.030820241242596857e+00
2.160000000000000000e+04,7.610321773345128271e+00
2.240000000000000000e+04,7.941130448225388605e+00
2.320000000000000000e+04,7.500966186554995474e+00
2.400000000000000000e+04,2.997917711011957032e+00
2.480000000000000000e+04,3.442876158020246713e+00
2.560000000000000000e+04,6.901932612287662749e+00
2.640000000000000000e+04,4.041829257948786669e+00
2.720000000000000000e+04,3.354957773851708680e+00
2.800000000000000000e+04,7.733338282536783126e+00
2.880000000000000000e+04,6.628283898735791269e+00
2.960000000000000000e+04,7.243731698056621759e+00
3.040000000000000000e+04,4.085732287872969160e+00
3.120000000000000000e+04,5.161913496191316675e+00
3.200000000000000000e+04,6.302720502878344178e+00
3.280000000000000000e+04,6.743839556556334713e+00
3.360000000000000000e+04,5.242567241035576586e+00
3.440000000000000000e+04,6.327252310219117604e+00
3.520000000000000000e+04,5.665855003473555307e+00
3.600000000000000000e+04,6.703350280193127730e+00
3.680000000000000000e+04,6.229427567779675989e+00
3.760000000000000000e+04,6.732974857117799417e+00
3.840000000000000000e+04,7.009860736669726755e+00
3.920000000000000000e+04,5.898908548741228941e+00
4.000000000000000000e+04,5.697165855145123636e+00
4.080000000000000000e+04,5.665602186291588183e+00
4.160000000000000000e+04,5.380751165806031189e+00
4.240000000000000000e+04,5.824425215236734843e+00
4.320000000000000000e+04,5.403486089091229516e+00
4.400000000000000000e+04,5.367968359393994859e+00
4.480000000000000000e+04,5.153855683168287349e+00
4.560000000000000000e+04,5.054271914202555394e+00
4.640000000000000000e+04,6.074439223987007530e+00
4.720000000000000000e+04,6.444388871897125171e+00
4.800000000000000000e+04,4.587003824168582433e+00
4.880000000000000000e+04,5.039783472735324565e+00
4.960000000000000000e+04,4.532475293600591648e+00
5.040000000000000000e+04,7.319468323179538771e+00
5.120000000000000000e+04,5.845949502077941062e+00
5.200000000000000000e+04,5.190006454678401049e+00
5.280000000000000000e+04,7.718390468955503181e+00
5.360000000000000000e+04,5.803432973817414187e+00
5.440000000000000000e+04,6.620237158412893841e+00
5.520000000000000000e+04,7.478657006182158007e+00
5.600000000000000000e+04,4.639969066966861178e+00
5.680000000000000000e+04,5.841988783761997261e+00
5.760000000000000000e+04,5.969233832890434854e+00
5.840000000000000000e+04,8.266563741169932200e+00
5.920000000000000000e+04,6.878065190086205760e+00
6.000000000000000000e+04,5.937594178485213980e+00
6.080000000000000000e+04,5.516797070121447710e+00
6.160000000000000000e+04,7.872338255653637873e+00
6.240000000000000000e+04,6.111680433251816424e+00
6.320000000000000000e+04,6.802720321823755079e+00
6.400000000000000000e+04,4.977525594058644032e+00
