0.000000000000000000e+00,4.136279680442400604e+03
8.000000000000000000e+02,4.158786694339225069e+06
1.600000000000000000e+03,2.414960676127220038e+06
2.400000000000000000e+03,2.414960676127558574e+06
3.200000000000000000e+03,2.414960676127851475e+06
4.000000000000000000e+03,2.414960679766659625e+06
4.800000000000000000e+03,2.414960676125493832e+06
5.600000000000000000e+03,2.414960676124894992e+06
6.400000000000000000e+03,2.414960676129983738e+06
7.200000000000000000e+03,2.414960676122302189e+06
8.000000000000000000e+03,2.414960676122077275e+06
8.800000000000000000e+03,2.414960676132394001e+06
9.600000000000000000e+03,2.414960676125681028e+06
1.040000000000000000e+04,2.414960676124939229e+06
1.120000000000000000e+04,2.414960816550205462e+06
1.200000000000000000e+04,2.414960684591092169e+06
1.280000000000000000e+04,2.414960685228834860e+06
1.360000000000000000e+04,2.414960676124048419e+06
1.440000000000000000e+04,2.414960676130364649e+06
1.520000000000000000e+04,2.414960676134572830e+06
1.600000000000000000e+04,2.414960676137938164e+06
1.680000000000000000e+04,2.414960676128965802e+06
1.760000000000000000e+04,2.414960805792382918e+06
1.840000000000000000e+04,2.414960676137406845e+06
1.920000000000000000e+04,2.414960676125160418e+06
2.000000000000000000e+04,2.414960676137512550e+06
2.080000000000000000e+04,2.414960676133983769e+06
2.160000000000000000e+04,2.414960676126821898e+06
2.240000000000000000e+04,2.414960676118741278e+06
2.320000000000000000e+04,2.414960676128910389e+06
2.400000000000000000e+04,2.414960676120948512e+06
2.480000000000000000e+04,2.414960676117542665e+06
2.560000000000000000e+04,2.414960676119817887e+06
2.640000000000000000e+04,2.414960677229573485e+06
2.720000000000000000e+04,2.414960690254170913e+06
2.800000000000000000e+04,2.414960676121402066e+06
2.880000000000000000e+04,2.414960676133122761e+06
2.960000000000000000e+04,2.414960676138884388e+06
3.040000000000000000e+04,2.414960676125557628e+06
3.120000000000000000e+04,2.414960676135347225e+06
3.200000000000000000e+04,2.414960676128047053e+06
3.280000000000000000e+04,2.414960785585617647e+06
3.360000000000000000e+04,2.414960686263393145e+06
3.440000000000000000e+04,2.414960676135933958e+06
3.520000000000000000e+04,2.414960676129981875e+06
3.600000000000000000e+04,2.414960676127273589e+06
3.680000000000000000e+04,2.414960676150303334e+06
3.760000000000000000e+04,2.414960766923486721e+06
3.840000000000000000e+04,2.414960676107813604e+06
3.920000000000000000e+04,2.414960676134897396e+06
4.000000000000000000e+04,2.414960676118806936e+06
4.080000000000000000e+04,2.414960676117761992e+06
4.160000000000000000e+04,2.414960676119422540e+06
4.240000000000000000e+04,2.414960676131425425e+06
4.320000000000000000e+04,2.414960676138448529e+06
4.400000000000000000e+04,2.414960685356030706e+06
4.480000000000000000e+04,2.414960676142897457e+06
4.560000000000000000e+04,2.414960676113729831e+06
4.640000000000000000e+04,2.414960676159642637e+06
4.720000000000000000e+04,2.414960676137623377e+06
4.800000000000000000e+04,2.414960676127832849e+06
4.880000000000000000e+04,2.414960676122854464e+06
4.960000000000000000e+04,2.414960676108526997e+06
5.040000000000000000e+04,2.414960676146074198e+06
5.120000000000000000e+04,2.414962518405540846e+06
5.200000000000000000e+04,2.414960676125886850e+06
5.280000000000000000e+04,2.414960676120336168e+06
5.360000000000000000e+04,2.414960676115482580e+06
5.440000000000000000e+04,2.414960676131978631e+06
5.520000000000000000e+04,2.414960681667873636e+06
5.600000000000000000e+04,2.414960676158887334e+06
5.680000000000000000e+04,2.414960676137763541e+06
5.760000000000000000e+04,2.414960677809203044e+06
5.840000000000000000e+04,2.414960676138580777e+06
5.920000000000000000e+04,2.414960676138656214e+06
6.000000000000000000e+04,2.414960684909903444e+06
6.080000000000000000e+04,2.414960676115515176e+06
6.160000000000000000e+04,2.414962518397356849e+06
6.240000000000000000e+04,2.414960676094415598e+06
6.320000000000000000e+04,2.414960798742154613e+06
6.400000000000000000e+04,2.414960676158051472e+06
